----------------------------------------------------------------------
--------------N.I.N.A. - Nighttime Imaging 'N' Astronomy--------------
--------------------------Version 3.1.2.9001--------------------------
-------------------------2025-01-11T21:45:28--------------------------
----------------------------------------------------------------------
---------------------Microsoft Windows 10.0.26100---------------------
-------------------------OS Architecture X64--------------------------
-----------------------Process Architecture X64-----------------------
------------------------------.NET 8.0.8------------------------------
----------------------------------------------------------------------
--------------------------Processor Count 12--------------------------
--------------------Total Physical Memory 27.89 GB--------------------
----------------------------------------------------------------------
DATE|LEVEL|SOURCE|MEMBER|LINE|MESSAGE
2025-01-11T21:45:27.9540|INFO|CameraChooserVM.cs|GetEquipment|69|Found 2 ASI Cameras
2025-01-11T21:45:28.2289|ERROR|DllLoader.cs|LoadDllFromAbsolutePath|53|DllLoader failed to load library C:\Program Files\N.I.N.A. - Nighttime Imaging 'N' Astronomy\External\x64\Atik\Atik.Core.dll due to error code 126
2025-01-11T21:45:28.6217|INFO|CameraChooserVM.cs|GetEquipment|84|Found 0 Altair Cameras
2025-01-11T21:45:28.8517|INFO|CameraChooserVM.cs|GetEquipment|96|Found 0 Atik Cameras
2025-01-11T21:45:28.8522|INFO|CameraChooserVM.cs|GetEquipment|110|Found 0 FLI Cameras
2025-01-11T21:45:29.9289|INFO|CameraChooserVM.cs|GetEquipment|130|Found 0 QHYCCD Cameras
2025-01-11T21:45:29.9624|INFO|CameraChooserVM.cs|GetEquipment|158|Found 0 ToupTek Cameras
2025-01-11T21:45:30.0168|INFO|CameraChooserVM.cs|GetEquipment|173|Found 0 Ogma Cameras
2025-01-11T21:45:30.0929|INFO|CameraChooserVM.cs|GetEquipment|188|Found 0 Omegon Cameras
2025-01-11T21:45:30.2292|INFO|CameraChooserVM.cs|GetEquipment|203|Found 0 RisingCam Cameras
2025-01-11T21:45:30.2848|INFO|CameraChooserVM.cs|GetEquipment|218|Found 0 MallinCam Cameras
2025-01-11T21:45:30.3058|INFO|CameraChooserVM.cs|GetEquipment|244|Found 0 SBIG Cameras
2025-01-11T21:45:31.0183|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive C:\: 90.16 GB
2025-01-11T21:45:31.0185|INFO|ApplicationVM.cs|CheckDiskInfo|100|Available Space on Drive D:\: 4337.62 GB
2025-01-11T21:45:31.0195|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive E:\ is not ready
2025-01-11T21:45:31.0218|INFO|ApplicationVM.cs|CheckASCOMPlatformVersion|81|ASCOM Platform 6.6.2.4195 installed
2025-01-11T21:45:31.0242|INFO|ApplicationVM.cs|CheckDiskInfo|102|Drive F:\ is not ready
2025-01-11T21:45:31.2065|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin ASA Tools version 3.1.2.0 by Gerald Hitz (photon)
2025-01-11T21:45:31.2874|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Connector version 2.0.3.0 by Stefan Berg
2025-01-11T21:45:31.3234|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Device Actions and Commands version 2.0.0.0 by Dale Ghent
2025-01-11T21:45:31.3656|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Filter Offset Calculator version 2.0.0.0 by S. Dimant & Stefan Berg
2025-01-11T21:45:31.4751|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Ground Station version 2.4.1.0 by Dale Ghent
2025-01-11T21:45:31.8298|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Hocus Focus version 3.0.0.18 by George Hilios (jokogeo)
2025-01-11T21:45:31.8590|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Moon Angle version 2.2.0.0 by Dale Ghent
2025-01-11T21:45:31.9558|INFO|OrbitalElementsAccessor.cs|LoadJWST|87|No JWST vector table loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\JWSTVectorTable.bin.gz
2025-01-11T21:45:31.9564|INFO|OrbitalElementsAccessor.cs|LoadObjectType|118|No NumberedAsteroids orbital elements loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\NumberedAsteroidsElements.bin.gz
2025-01-11T21:45:31.9564|INFO|OrbitalElementsAccessor.cs|LoadObjectType|118|No UnnumberedAsteroids orbital elements loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\UnnumberedAsteroidsElements.bin.gz
2025-01-11T21:45:31.9564|INFO|OrbitalElementsAccessor.cs|LoadObjectType|118|No Comet orbital elements loaded since no file was found at C:\Users\AMOS\AppData\Local\NINA\OrbitalElements\MPC_CometElements.bin.gz
2025-01-11T21:45:31.9655|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Orbitals version 3.0.0.13 by George Hilios (jokogeo)
2025-01-11T21:45:32.0012|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Phd2 Tools version 1.0.5.0 by Stefan Berg @isbeorn
2025-01-11T21:45:32.0309|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Remote Copy version 3.0.0.0 by Tom Palmer @tcpalmer
2025-01-11T21:45:33.0252|INFO|PluginLoader.cs|LoadPlugin|416|Successfully loaded plugin Sequencer Powerups version 3.22.0.3 by Marc Blank
2025-01-11T21:45:33.2360|ERROR|DllLoader.cs|LoadDllFromAbsolutePath|53|DllLoader failed to load library C:\Program Files\N.I.N.A. - Nighttime Imaging 'N' Astronomy\External\x64\SQLite\SQLite.Interop.dll due to error code 126
